filename,city,state,Geography,District #,office,year,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Estimate!!INCOME AND BENEFITS!!Total households!!Mean household income (dollars),Estimate!!INCOME AND BENEFITS!!Total households!!Median household income (dollars),Estimate!!INDUSTRY!!Civilian employed population 16 years and over,"Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining",Estimate!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Estimate!!Race alone or in combination with one or more other races!!Total population!!Asian,Estimate!!Race alone or in combination with one or more other races!!Total population!!Black or African American,Estimate!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Total population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,Estimate!!HISPANIC OR LATINO AND RACE!!Total population,Estimate!!SEX AND AGE!!Total population,Estimate!!HOUSEHOLDS BY TYPE!!Total households
NewYorkCity_06222021_DEMCouncilMember35thCouncilDistrict.csv,New York ,NY,city council,35,City council,2021,128687.03539271928,72985.70159392175,102276.87044908194,7.670175153046337,140.59114579310085,1707.2977606618704,25108.40940414318,67515.40323813536,143553.42696049396,94900.77496937603,94421.29279452232,52.60944068220542,2453.537157615035,16396.007547458823,71505.87373445225,260.85811404355087,175635.6859782333,43581.406386488095,17722.06827939847,175635.6859782333,175635.6859782333,73731.74934598776
Alaska_11082022_HouseDistrict36.csv,,AK,lower state legislative,35,State house,2022,17245.107180812505,6715.883701390191,11524.066086743296,4.199791959898221,4307.415243945884,746.0574250725027,2806.5516360473157,19187.456129664304,109510.26295328609,80667.71454624941,11040.705428550458,291.2150093021654,2821.6431424981165,1525.3078981128476,2850.6535691954905,268.7715185092718,29272.92065223904,1583.71594,760.1998301798037,29272.92065223904,29272.92065223904,10174.083624599498
NewYorkCity_06222021_DEMCouncilMember36thCouncilDistrict.csv,New York ,NY,city council,36,City council,2021,126822.2842109226,55295.94214881408,97326.63072211768,8.826808029919004,26.252120458757098,1943.1751558033498,32217.644104494808,36539.25695300225,104419.73533981615,67711.71720015148,88729.27640601061,20.999999999999996,2512.2459694077033,9472.386475,102735.5607148413,684.8273385603484,174682.56406590986,38361.35609,15949.070099685763,174682.56406590986,174682.56406590986,70896.46694334991
NewYorkCity_06222021_DEMCouncilMember37thCouncilDistrict.csv,New York ,NY,city council,37,City council,2021,109176.61643709472,27040.44231051319,81566.26686501346,6.727330670781774,37.95090751676984,1994.1701927787644,82517.90884319154,17253.279258003466,86519.14458,63499.691499609384,76075.56342871775,53.760905532870076,2774.8464208114588,11498.192729163238,55862.501579456395,341.76695405112315,159132.87098445115,57596.56189956133,24346.45771160562,159132.87098445115,159132.87098445115,53697.28696399658
Alaska_11082022_HouseDistrict37.csv,,AK,lower state legislative,37,State house,2022,12914.713009805439,2153.820402256331,10982.351620207597,7.231906374146137,63.08498772853988,211.31300712023716,1514.6002614987847,3777.3037827726157,92078.23166630664,74191.67990186151,10188.967691972803,623.4214829196018,9850.184698007703,3396.2145613861835,697.7015517764728,319.0213735756116,18924.13760464356,3730.6099063987845,2294.3905464850536,18924.13760464356,18924.13760464356,4874.307738926245
NewYorkCity_06222021_DEMCouncilMember38thCouncilDistrict.csv,New York ,NY,city council,38,City council,2021,106219.70961592172,30516.114006983746,79796.04103063107,8.006488798961866,0.6450528222597629,1685.1255304369658,59563.15649469516,31240.41969305802,94216.26779901763,63411.66702773559,73407.12735608051,70.93544085464885,3358.554282728203,55952.086314605316,11502.309978915573,576.0015067473212,156310.06836189778,73648.77379389222,42611.31190828019,156310.06836189778,156310.06836189778,49790.244482094706
Alaska_11082022_HouseDistrict38.csv,,AK,lower state legislative,38,State house,2022,9659.055642622503,938.2106035066028,7448.715487,16.350879381242706,37.13421153179767,351.0951486620945,393.40944111959726,1453.2479071093398,84579.39456168113,62740.36907014284,6231.993914048784,500.14348781142564,15784.63379913901,282.24236601622096,236.77021306720542,156.22976373797042,17946.76275922152,422.58361974216103,143.77939515158099,17946.76275922152,17946.76275922152,4383.047752437248
NewYorkCity_06222021_DEMCouncilMember39thCouncilDistrict.csv,New York ,NY,city council,39,City council,2021,122437.08313534537,83796.00118923358,98915.90710678192,6.149901238343568,2.7807932751838345,2765.1548889938276,23832.70422810246,112067.58395933441,204783.32422808782,136118.07905997356,92835.26485724593,56.90926491058677,2053.312695265956,26199.24056193097,12279.403684060142,130.60347459732444,174799.66267487282,39343.27836856525,16317.740623605465,174799.66267487282,174799.66267487282,67300.98648657402
Alaska_11082022_HouseDistrict39.csv,,AK,lower state legislative,39,State house,2022,8766.368995045852,1165.9991690716909,6965.034560628552,18.049188589495273,54.64508981261929,326.14439737237007,261.0641766099401,1598.063345681628,78415.15440803058,58072.65853515343,5707.698741330754,257.1604415248561,14472.48072969977,279.2257260391934,220.2414932155819,33.08049773852778,16634.543244453096,247.56403812189114,92.24177019168197,16634.543244453096,16634.543244453096,4259.152963170151
NewYorkCity_06222021_DEMCouncilMember40thCouncilDistrict.csv,New York ,NY,city council,40,City council,2021,112677.00073694391,44811.60587874926,86339.45851157716,6.164497502289077,73.57316478,1530.799655063666,23386.017015398254,32398.43122034231,111599.28884318247,78158.74395512183,81014.60208056388,51.99890554702904,2353.810569268872,13135.505942859909,88405.07511850145,35.82277766482789,152957.78298390942,61254.54938263311,22189.152091991447,152957.78298390942,152957.78298390942,60231.21099
Alaska_11082022_HouseDistrict40.csv,,AK,lower state legislative,40,State house,2022,11831,1720.0000001214034,10013.000000695733,9.51054629,14.000000017121126,170.00000002023393,624.0000000357986,4154.000000227241,103330.85597276199,79346.85256827908,9061.000000594564,1766.999999999998,12586.00000145528,924.0000000155637,432.0000000077823,365.9999999999995,18606.000001741668,961.0000000389105,484.00000001867704,18606.000001741668,18606.000001741668,3944.0000008000206
NewYorkCity_06222021_DEMCouncilMember41stCouncilDistrict.csv,New York ,NY,city council,41,City council,2021,111511.89171565152,27481.417823623866,76434.54094891426,10.568939757446385,21.746810562790312,1815.8992864210834,22572.61925653805,14349.487514510602,74932.02743745694,48914.864046802126,68355.01044481565,113.02410173989115,1615.7583318498614,3762.228328794427,127519.23774412637,399.6552695302296,161281.51875816853,54632.164310184526,19488.976886910837,161281.51875816853,161281.51875816853,61336.0342
Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict41.csv,,ME,lower state legislative,41,State House,2020,4723.599264,3252.059732977163,3960.6233241032623,4.601314347683607,2.309296407619875,102.03131604894831,92.13523110756444,5601.555333937341,102082.8548853444,72470.00260382291,3777.951144194032,18.936017095991605,21.634000907496507,403.24301422699455,158.56550642257127,0,6278.433133160084,579.1362266049554,328.49492892421256,6278.433133160084,6278.433133160084,2872.570224637192
NewYorkCity_06222021_DEMCouncilMember42ndCouncilDistrict.csv,New York ,NY,city council,42,City council,2021,113600.92989030386,18763.81109772871,72394.59419796322,9.994892799778277,108.22357371236801,2211.3963366823764,35476.92151495991,4572.804465041256,64176.372503037404,44433.53666431931,65155.15119376757,6.681958563055668,1436.9511852612707,6227.873014759811,130713.69572713734,317.94347177869327,168973.08642984403,55534.236006366766,17275.792724758747,168973.08642984403,168973.08642984403,63376.92998138205
NewYorkCity_06222021_DEMCouncilMember45thCouncilDistrict.csv,New York ,NY,city council,45,City council,2021,109861.31258384968,38265.77755309941,77651.45347,7.355265882931934,82.46682612476839,1383.179590239846,12662.665618472392,29101.62583396947,104469.94846245031,74668.70463504097,71943.45586833789,58.238024349019746,1220.5106717418628,10851.57791344652,106808.83549985765,156.11027375586656,157151.19589424712,69640.86180099637,20674.33017685071,157151.19589424712,157151.19589424712,56351.52346399564
NewYorkCity_06222021_DEMCouncilMember46thCouncilDistrict.csv,New York ,NY,city council,46,City council,2021,116687.02813870329,39763.812982177464,80274.32283001153,5.632813661841315,49.15815776972616,975.4914597610666,14376.625374428431,40276.05779076515,113571.74500040861,84694.01842499738,75754.03931,52.473052986194006,760.8103962282154,14764.279812890534,98127.14922121588,61.15953541919542,165371.0907393836,66834.96343295423,16187.233689001203,165371.0907393836,165371.0907393836,58290.399913030924
NewYorkCity_06222021_DEMCouncilMember47thCouncilDistrict.csv,New York ,NY,city council,47,City council,2021,112791.68394031306,36002.5068,70983.66181,9.077991296137741,26.981675877183434,1601.8903450534506,28685.977199133275,68852.44911,81482.74749525513,52940.48112280841,64538.56102971942,43.56040708,1484.443692200086,50062.82205384053,17307.346827431178,219.13523223533238,163604.20921213733,81123.80938573106,29235.862844867588,163604.20921213733,163604.20921213733,58113.50857
Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict47.csv,,ME,lower state legislative,47,State House,2020,5188.535666278307,3400.1506911987544,4435.7640513908955,5.498773784664303,2.8643484128848078e-05,69.55449428822682,154.66626378225715,7445.049978678047,163587.78200457085,109498.22019372253,4191.7881132945095,38.00114233,43.27380387665924,114.1588736144935,74.80921636,0.002565546,7914.583230927696,257.5052781235507,69.72550238812477,7914.583230927696,7914.583230927696,2903.148063865162
NewYorkCity_06222021_DEMCouncilMember48thCouncilDistrict.csv,New York ,NY,city council,48,City council,2021,120449.35006533962,56689.91073907807,76709.09494627059,5.229418601462239,66.02662710050488,1896.6481641567266,13329.639864831614,108194.8793654409,95970.63814846282,64376.91122653443,72692.23661,46.10136071708693,835.2983556516447,35318.72730550295,5737.275661452674,146.45696891780779,163083.77235769533,93019.33152177998,28344.55964151684,163083.77235769533,163083.77235769533,65300.365115156914
NewYorkCity_06222021_DEMCouncilMember49thCouncilDistrict.csv,New York ,NY,city council,49,City council,2021,98697.79759,32068.36230113544,71120.15073084015,6.802361471674136,121.8308602466246,1834.142618104558,42813.89370738055,49870.37477352372,107943.08719246526,82220.89539,66280.51985322073,164.8160404,2136.809827084518,16263.073045465258,40644.35868524292,46.80931628570994,145863.54037401805,39042.43783169485,14641.721065756456,145863.54037401805,145863.54037401805,49168.257979757705
Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict49.csv,,ME,lower state legislative,49,State House,2020,7018.630352753934,3891.0861037806003,5244.247744310598,5.392614514599591,19.842506137432096,61.91531594640325,200.3891551404564,8950.249195807757,112934.6228624265,86075.14957403493,4960.711711159326,68.27779486,27.11183044,376.5806459533658,201.3139439579398,6.883307428089621,9799.550242028523,541.5271127195977,224.93882877686244,9799.550242028523,9799.550242028523,3891.817008975386
NewYorkCity_06222021_REPCouncilMember50thCouncilDistrict.csv,New York ,NY,city council,50,City council,2021,109354.59891728306,37670.83145735353,73493.32074897141,5.232307881442091,76.00682965454361,1969.4887822919652,22618.30398235084,96349.84266,128752.6083137879,98902.56509085343,69647.96572332204,52.30310147928242,1085.4622271520109,27509.792421582024,7903.889662031491,197.30318276206663,153396.75483297458,42925.112253403924,12874.377917321137,153396.75483297458,153396.75483297458,53010.67206474301
Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict90.csv,,ME,lower state legislative,90,State House,2020,5426.530043095198,2381.6726712952936,3363.992762630507,4.613950020757683,4.050477105683803,35.406340857454005,95.60567971924729,6424.488063354314,110705.61389306744,76076.62165112849,3209.156355527169,205.6167018282507,49.13783097419177,113.94106302152117,78.42301893881698,9.645040048439328e-06,6997.684023666205,193.75247526082202,51.726312110557615,6997.684023666205,6997.684023666205,3110.193243709384
Alaska_11082022_SenateDistrictA.csv,,AK,upper state legislative,A,State senate,2022,19332.613938197843,5133.866183,13999.647033168716,5.185057432282727,392.36651606213275,192.5538172432023,1714.2101392697932,15245.486219191924,100376.84520052782,77913.85224367162,13272.154533260862,987.2391595125692,7091.746891362542,2672.673346981443,351.2277253367819,381.4871399149766,26794.623381399106,2426.9493925057955,1004.9555772518278,26794.623381399106,26794.623381399106,10739.744325698384
Alaska_11082022_SenateDistrictB.csv,,AK,upper state legislative,B,State senate,2022,22868.805796615663,8850.407617748437,16939.76855482604,5.112881029827944,351.55980247658454,293.47813598230164,2311.2049853449175,19817.164771784497,112497.43226907893,90465.56436455827,16075.145727026587,705.3194735160745,5903.965923025808,3770.992144936792,790.6204841755656,669.6621822501621,32042.17944545892,2742.417998558239,871.4358657805323,32042.17944545892,32042.17944545892,12716.492199907652
Alaska_11082022_SenateDistrictC.csv,,AK,upper state legislative,C,State senate,2022,20763.22056236286,6515.676953008832,14268.048346181515,6.443626584186293,930.5812207554208,370.0406414302917,1749.7337127080675,19799.880373848693,102888.5691051234,82709.38071629006,13350.631716798376,1091.6856000126065,3704.619711597136,3808.6926526149423,415.8733366,368.78948599186504,29811.944614054555,3375.4446214767195,1589.0377228305092,29811.944614054555,29811.944614054555,11040.169601959547
Burlington_03072023_CityCouncilCentralDistrict.csv,Burlington,VT,city council,Central,City council,2023,4521.277012412353,2699.8010384333425,5288.722089205226,5.248360704844436,25.815264131238486,121.66068038819449,436.9815297782008,6209.930182052964,70596.81923517118,50501.84716923225,5010.227515,93.31691507758067,79.33149074203223,560.8962712,456.7421619780769,11.485058847494388,7771.114917811333,568.8209136700322,343.3614625912451,7771.114917811333,7771.114917811333,3816.6742403479816
Alaska_11082022_SenateDistrictD.csv,,AK,upper state legislative,D,State senate,2022,14452.966248535462,3625.3685705242387,9528.441463509824,7.914974174615754,21.943495906585017,166.90699604452303,810.3035990050344,16418.062048764037,104349.80383678262,79192.55642,8775.980260396253,852.2873452334549,2418.6166886141277,562.5951894,402.7727529,135.19222790578445,20663.705025289844,616.7169797519977,265.45139129937166,20663.705025289844,20663.705025289844,8041.582021784597
Alaska_11082022_SenateDistrictE.csv,,AK,upper state legislative,E,State senate,2022,21682.347753063503,10665.594423554063,16974.716229200843,3.995496898754405,230.22332777732166,361.75213218570354,3163.9826463279182,21342.837619110353,172820.54313408496,140933.8279492145,16296.844622299952,687.0114567583886,2910.3515470851994,3033.343225689954,1498.9813600291257,960.2632726330762,32128.205720787693,3182.7283778396054,1096.6352002711087,32128.205720787693,32128.205720787693,11379.637042186434
Burlington_03072023_CityCouncilEastDistrict.csv,Burlington,VT,city council,East,City council,2023,3576.559206742432,2321.6161533434156,5929.866310828988,5.444849898110417,0.032048634,102.3501312617082,354.2738503,8785.792534983979,76444.98793250695,50507.83788813153,5606.707299862816,78.12912066557764,23.460646792501965,694.4254932431674,439.0355783118432,0.071991631,10258.202411751943,891.5462504,451.4080051084833,10258.202411751943,10258.202411751943,3457.972975250085
Alaska_11082022_SenateDistrictF.csv,,AK,upper state legislative,F,State senate,2022,21446.31295364847,7944.413228803358,17563.532640424306,4.281177033531539,370.9651997013885,319.7544433249296,2884.236344544622,16937.47291138026,138779.0045122533,105189.46965220758,16812.221795151687,327.4845422579309,3923.220454631464,6400.166124658686,1917.3079182125343,832.7754703204573,31662.10662394717,5140.944762041626,1886.9278782557142,31662.10662394717,31662.10662394717,11182.014216878228
Alaska_11082022_SenateDistrictG.csv,,AK,upper state legislative,G,State senate,2022,26147.33866502205,8125.877825,21677.666992665258,4.381643421079544,452.8727858062364,493.8478584352817,3887.2149826819805,19007.203912388104,100002.07420943302,85627.83485063053,20725.871517133462,411.9109526525899,6179.517013215635,5160.532637372374,2514.0252095721435,1168.3203470417732,36877.192876191904,4633.355251331066,1578.781775636597,36877.192876191904,36877.192876191904,15220.476323764988
Alaska_11082022_SenateDistrictH.csv,,AK,upper state legislative,H,State senate,2022,16287.563901352609,5942.576287725997,13426.153234359066,6.888448845,143.26197914039545,332.0636645011749,1564.3652345499681,14185.566803355254,133536.34807937307,104959.30105404607,12502.63600179031,283.7003557282463,4258.2787267218655,3185.8402472537773,1414.993908,381.3800225082283,24059.105171175586,2458.586982293414,629.6324975573382,24059.105171175586,24059.105171175586,8851.683330647247
